qid,retriever,strategy,rewritten_query,gold_doc_id,retrieved_doc_ids,gold_rank,recall@1,recall@5,recall@10,mrr,reward,retrieval_success,rank_gain,length_penalty,semantic_drift_penalty,semantic_similarity
6548853-0-2,dense,expanded,임종석이 조사를 받은 뒤 인계된 곳은 어딘가?,KQ_0000_0000,KQ_0000_0000 KQ_0005_0000 KQ_0125_0024 KQ_0054_0029 KQ_0054_0004 KQ_0125_0001 KQ_0130_0006 KQ_0130_0015 KQ_0054_0036 KQ_0130_0009,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.9999999403953552
6548853-0-2,hybrid,expanded,임종석이 조사를 받은 뒤 인계된 곳은 어딘가?,KQ_0000_0000,KQ_0000_0000 KQ_0130_0014 KQ_0054_0037 KQ_0054_0006 KQ_0124_0035 KQ_0087_0003 KQ_0091_0000 KQ_0130_0004 KQ_0124_0053 KQ_0048_0000,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.9999999403953552
6548853-0-2,bm25,prompt,임종석 조사 받은 인계된 곳은 어딘,KQ_0000_0000,KQ_0064_0000 KQ_0054_0036 KQ_0091_0000 KQ_0062_0013 KQ_0025_0002 KQ_0072_0005 KQ_0008_0003 KQ_0025_0017 KQ_0007_0005 KQ_0103_0002,,0.0,0.0,0.0,0.0,-0.5,0.0,-1.0,0.0,0.0,0.9753971695899963
6548853-0-2,dense,prompt,임종석 조사 받은 인계된 곳은 어딘,KQ_0000_0000,KQ_0000_0000 KQ_0005_0000 KQ_0054_0004 KQ_0125_0024 KQ_0130_0015 KQ_0125_0001 KQ_0054_0029 KQ_0048_0004 KQ_0016_0000 KQ_0124_0054,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.9753971695899963
6548853-0-2,hybrid,prompt,임종석 조사 받은 인계된 곳은 어딘,KQ_0000_0000,KQ_0064_0000 KQ_0000_0000 KQ_0054_0036 KQ_0025_0002 KQ_0091_0000 KQ_0121_0002 KQ_0025_0017 KQ_0025_0021 KQ_0007_0005 KQ_0025_0004,2,0.0,1.0,1.0,0.5,0.9444444444444444,1.0,-0.1111111111111111,0.0,0.0,0.9753971695899963
6548853-0-2,bm25,structured,임종석 조사 받은 인계된 곳은 어딘,KQ_0000_0000,KQ_0064_0000 KQ_0054_0036 KQ_0091_0000 KQ_0062_0013 KQ_0025_0002 KQ_0072_0005 KQ_0008_0003 KQ_0025_0017 KQ_0007_0005 KQ_0103_0002,,0.0,0.0,0.0,0.0,-0.5,0.0,-1.0,0.0,0.0,0.9753971695899963
6548853-0-2,dense,structured,임종석 조사 받은 인계된 곳은 어딘,KQ_0000_0000,KQ_0000_0000 KQ_0005_0000 KQ_0054_0004 KQ_0125_0024 KQ_0130_0015 KQ_0125_0001 KQ_0054_0029 KQ_0048_0004 KQ_0016_0000 KQ_0124_0054,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.9753971695899963
6548853-0-2,hybrid,structured,임종석 조사 받은 인계된 곳은 어딘,KQ_0000_0000,KQ_0064_0000 KQ_0000_0000 KQ_0054_0036 KQ_0025_0002 KQ_0091_0000 KQ_0121_0002 KQ_0025_0017 KQ_0025_0021 KQ_0007_0005 KQ_0025_0004,2,0.0,1.0,1.0,0.5,0.9444444444444444,1.0,-0.1111111111111111,0.0,0.0,0.9753971695899963
6332405-0-0,bm25,original,1989년 2월 15일 여의도 농민 폭력 시위를 주도한 혐의로 지명수배된 사람의 이름은?,KQ_0000_0000,KQ_0000_0000 KQ_0058_0009 KQ_0130_0010 KQ_0124_0075 KQ_0017_0010 KQ_0072_0000 KQ_0064_0001 KQ_0124_0063 KQ_0054_0027 KQ_0130_0001,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.000000238418579
6332405-0-0,dense,original,1989년 2월 15일 여의도 농민 폭력 시위를 주도한 혐의로 지명수배된 사람의 이름은?,KQ_0000_0000,KQ_0000_0000 KQ_0125_0034 KQ_0072_0024 KQ_0125_0015 KQ_0125_0024 KQ_0016_0000 KQ_0075_0000 KQ_0087_0002 KQ_0072_0006 KQ_0138_0001,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.000000238418579
6332405-0-0,hybrid,original,1989년 2월 15일 여의도 농민 폭력 시위를 주도한 혐의로 지명수배된 사람의 이름은?,KQ_0000_0000,KQ_0000_0000 KQ_0058_0009 KQ_0072_0000 KQ_0064_0001 KQ_0072_0024 KQ_0075_0000 KQ_0124_0025 KQ_0054_0000 KQ_0054_0004 KQ_0130_0007,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.000000238418579
6332405-0-0,bm25,keyword,1989년 2월 15일 여의 농민 폭력 시위 주도한 혐의 지명수배된 사람 이름,KQ_0000_0000,KQ_0000_0000 KQ_0130_0010 KQ_0058_0009 KQ_0130_0001 KQ_0058_0004 KQ_0072_0001 KQ_0124_0025 KQ_0125_0015 KQ_0101_0000 KQ_0007_0008,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.9381455183029175
6332405-0-0,dense,keyword,1989년 2월 15일 여의 농민 폭력 시위 주도한 혐의 지명수배된 사람 이름,KQ_0000_0000,KQ_0000_0000 KQ_0125_0015 KQ_0072_0024 KQ_0125_0024 KQ_0054_0031 KQ_0075_0000 KQ_0058_0006 KQ_0087_0002 KQ_0107_0000 KQ_0072_0021,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.9381455183029175
6332405-0-0,hybrid,keyword,1989년 2월 15일 여의 농민 폭력 시위 주도한 혐의 지명수배된 사람 이름,KQ_0000_0000,KQ_0000_0000 KQ_0125_0015 KQ_0058_0009 KQ_0124_0025 KQ_0072_0001 KQ_0058_0008 KQ_0058_0004 KQ_0087_0002 KQ_0130_0010 KQ_0054_0004,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.9381455183029175
6332405-0-0,bm25,expanded,1989년 2월 15일 여의도 농민 폭력 시위를 주도한 혐의로 지명수배된 사람의 이름은?,KQ_0000_0000,KQ_0000_0000 KQ_0058_0009 KQ_0130_0010 KQ_0124_0075 KQ_0017_0010 KQ_0072_0000 KQ_0064_0001 KQ_0124_0063 KQ_0054_0027 KQ_0130_0001,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.000000238418579
6332405-0-0,dense,expanded,1989년 2월 15일 여의도 농민 폭력 시위를 주도한 혐의로 지명수배된 사람의 이름은?,KQ_0000_0000,KQ_0000_0000 KQ_0125_0034 KQ_0072_0024 KQ_0125_0015 KQ_0125_0024 KQ_0016_0000 KQ_0075_0000 KQ_0087_0002 KQ_0072_0006 KQ_0138_0001,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.000000238418579
6332405-0-0,hybrid,expanded,1989년 2월 15일 여의도 농민 폭력 시위를 주도한 혐의로 지명수배된 사람의 이름은?,KQ_0000_0000,KQ_0000_0000 KQ_0058_0009 KQ_0072_0000 KQ_0064_0001 KQ_0072_0024 KQ_0075_0000 KQ_0124_0025 KQ_0054_0000 KQ_0054_0004 KQ_0130_0007,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.000000238418579
6332405-0-0,bm25,prompt,1989년 2월 15일 여의 농민 폭력 시위 주도한,KQ_0000_0000,KQ_0000_0000 KQ_0130_0010 KQ_0058_0009 KQ_0130_0001 KQ_0058_0004 KQ_0124_0025 KQ_0125_0015 KQ_0007_0008 KQ_0124_0075 KQ_0130_0007,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.8848890662193298
6332405-0-0,dense,prompt,1989년 2월 15일 여의 농민 폭력 시위 주도한,KQ_0000_0000,KQ_0000_0000 KQ_0125_0015 KQ_0054_0031 KQ_0058_0006 KQ_0058_0005 KQ_0125_0000 KQ_0046_0006 KQ_0125_0017 KQ_0058_0009 KQ_0058_0008,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.8848890662193298
6332405-0-0,hybrid,prompt,1989년 2월 15일 여의 농민 폭력 시위 주도한,KQ_0000_0000,KQ_0000_0000 KQ_0125_0015 KQ_0058_0009 KQ_0058_0004 KQ_0058_0008 KQ_0124_0025 KQ_0130_0010 KQ_0130_0007 KQ_0125_0017 KQ_0058_0003,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.8848890662193298
6332405-0-0,bm25,structured,1989년 2월 15일 여의 농민 폭력 시위 주도한 혐의 지명수배된 사람 이름,KQ_0000_0000,KQ_0000_0000 KQ_0130_0010 KQ_0058_0009 KQ_0130_0001 KQ_0058_0004 KQ_0072_0001 KQ_0124_0025 KQ_0125_0015 KQ_0101_0000 KQ_0007_0008,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.9381455183029175
6332405-0-0,dense,structured,1989년 2월 15일 여의 농민 폭력 시위 주도한 혐의 지명수배된 사람 이름,KQ_0000_0000,KQ_0000_0000 KQ_0125_0015 KQ_0072_0024 KQ_0125_0024 KQ_0054_0031 KQ_0075_0000 KQ_0058_0006 KQ_0087_0002 KQ_0107_0000 KQ_0072_0021,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.9381455183029175
6332405-0-0,hybrid,structured,1989년 2월 15일 여의 농민 폭력 시위 주도한 혐의 지명수배된 사람 이름,KQ_0000_0000,KQ_0000_0000 KQ_0125_0015 KQ_0058_0009 KQ_0124_0025 KQ_0072_0001 KQ_0058_0008 KQ_0058_0004 KQ_0087_0002 KQ_0130_0010 KQ_0054_0004,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.9381455183029175
6332405-0-1,bm25,original,임종석이 1989년 2월 15일에 지명수배 받은 혐의는 어떤 시위를 주도했다는 것인가?,KQ_0000_0000,KQ_0000_0000 KQ_0124_0010 KQ_0124_0075 KQ_0124_0037 KQ_0124_0073 KQ_0034_0007 KQ_0007_0008 KQ_0130_0004 KQ_0124_0072 KQ_0124_0053,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0
6332405-0-1,dense,original,임종석이 1989년 2월 15일에 지명수배 받은 혐의는 어떤 시위를 주도했다는 것인가?,KQ_0000_0000,KQ_0000_0000 KQ_0125_0024 KQ_0072_0001 KQ_0034_0007 KQ_0125_0034 KQ_0072_0017 KQ_0125_0001 KQ_0054_0006 KQ_0054_0035 KQ_0054_0043,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0
6332405-0-1,hybrid,original,임종석이 1989년 2월 15일에 지명수배 받은 혐의는 어떤 시위를 주도했다는 것인가?,KQ_0000_0000,KQ_0000_0000 KQ_0124_0010 KQ_0034_0007 KQ_0124_0075 KQ_0072_0001 KQ_0087_0002 KQ_0054_0006 KQ_0058_0009 KQ_0058_0010 KQ_0054_0000,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0
6332405-0-1,bm25,keyword,임종석 1989년 2월 15일 지명수배 받은 혐의 시위 주도했다 것인,KQ_0000_0000,KQ_0000_0000 KQ_0121_0000 KQ_0026_0000 KQ_0130_0001 KQ_0058_0004 KQ_0072_0001 KQ_0125_0015 KQ_0034_0007 KQ_0007_0008 KQ_0124_0075,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.9818155765533447
6332405-0-1,dense,keyword,임종석 1989년 2월 15일 지명수배 받은 혐의 시위 주도했다 것인,KQ_0000_0000,KQ_0000_0000 KQ_0125_0024 KQ_0034_0007 KQ_0072_0001 KQ_0054_0006 KQ_0125_0034 KQ_0072_0024 KQ_0087_0002 KQ_0087_0001 KQ_0087_0003,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.9818155765533447
6332405-0-1,hybrid,keyword,임종석 1989년 2월 15일 지명수배 받은 혐의 시위 주도했다 것인,KQ_0000_0000,KQ_0000_0000 KQ_0072_0001 KQ_0034_0007 KQ_0058_0004 KQ_0121_0000 KQ_0054_0000 KQ_0125_0015 KQ_0124_0075 KQ_0026_0000 KQ_0054_0006,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.9818155765533447
6332405-0-1,bm25,expanded,임종석이 1989년 2월 15일에 지명수배 받은 혐의는 어떤 시위를 주도했다는 것인가?,KQ_0000_0000,KQ_0000_0000 KQ_0124_0010 KQ_0124_0075 KQ_0124_0037 KQ_0124_0073 KQ_0034_0007 KQ_0007_0008 KQ_0130_0004 KQ_0124_0072 KQ_0124_0053,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0
6332405-0-1,dense,expanded,임종석이 1989년 2월 15일에 지명수배 받은 혐의는 어떤 시위를 주도했다는 것인가?,KQ_0000_0000,KQ_0000_0000 KQ_0125_0024 KQ_0072_0001 KQ_0034_0007 KQ_0125_0034 KQ_0072_0017 KQ_0125_0001 KQ_0054_0006 KQ_0054_0035 KQ_0054_0043,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0
6332405-0-1,hybrid,expanded,임종석이 1989년 2월 15일에 지명수배 받은 혐의는 어떤 시위를 주도했다는 것인가?,KQ_0000_0000,KQ_0000_0000 KQ_0124_0010 KQ_0034_0007 KQ_0124_0075 KQ_0072_0001 KQ_0087_0002 KQ_0054_0006 KQ_0058_0009 KQ_0058_0010 KQ_0054_0000,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0
6332405-0-1,bm25,prompt,임종석 1989년 2월 15일 지명수배 받은 혐의 시위,KQ_0000_0000,KQ_0000_0000 KQ_0026_0000 KQ_0130_0001 KQ_0058_0004 KQ_0072_0001 KQ_0125_0015 KQ_0034_0007 KQ_0007_0008 KQ_0124_0075 KQ_0130_0004,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.9674191474914551
6332405-0-1,dense,prompt,임종석 1989년 2월 15일 지명수배 받은 혐의 시위,KQ_0000_0000,KQ_0000_0000 KQ_0125_0024 KQ_0034_0007 KQ_0125_0034 KQ_0087_0002 KQ_0072_0001 KQ_0054_0006 KQ_0125_0001 KQ_0072_0017 KQ_0054_0028,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.9674191474914551
6332405-0-1,hybrid,prompt,임종석 1989년 2월 15일 지명수배 받은 혐의 시위,KQ_0000_0000,KQ_0000_0000 KQ_0072_0001 KQ_0034_0007 KQ_0058_0004 KQ_0125_0015 KQ_0124_0075 KQ_0058_0008 KQ_0087_0002 KQ_0026_0000 KQ_0054_0006,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.9674191474914551
6332405-0-1,bm25,structured,임종석 1989년 2월 15일 지명수배 받은 혐의 시위 주도했다 것인,KQ_0000_0000,KQ_0000_0000 KQ_0121_0000 KQ_0026_0000 KQ_0130_0001 KQ_0058_0004 KQ_0072_0001 KQ_0125_0015 KQ_0034_0007 KQ_0007_0008 KQ_0124_0075,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.9818155765533447
6332405-0-1,dense,structured,임종석 1989년 2월 15일 지명수배 받은 혐의 시위 주도했다 것인,KQ_0000_0000,KQ_0000_0000 KQ_0125_0024 KQ_0034_0007 KQ_0072_0001 KQ_0054_0006 KQ_0125_0034 KQ_0072_0024 KQ_0087_0002 KQ_0087_0001 KQ_0087_0003,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.9818155765533447
6332405-0-1,hybrid,structured,임종석 1989년 2월 15일 지명수배 받은 혐의 시위 주도했다 것인,KQ_0000_0000,KQ_0000_0000 KQ_0072_0001 KQ_0034_0007 KQ_0058_0004 KQ_0121_0000 KQ_0054_0000 KQ_0125_0015 KQ_0124_0075 KQ_0026_0000 KQ_0054_0006,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.9818155765533447
6548850-1-0,bm25,original,정부의 헌법개정안 준비 과정에 대해서 청와대 비서실이 아니라 국무회의 중심으로 이뤄졌어야 했다고 지적한 원로 헌법학자는?,KQ_0000_0001,KQ_0000_0001 KQ_0047_0004 KQ_0025_0015 KQ_0072_0003 KQ_0054_0037 KQ_0054_0017 KQ_0034_0010 KQ_0125_0006 KQ_0124_0080 KQ_0002_0002,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.9999999403953552
6548850-1-0,dense,original,정부의 헌법개정안 준비 과정에 대해서 청와대 비서실이 아니라 국무회의 중심으로 이뤄졌어야 했다고 지적한 원로 헌법학자는?,KQ_0000_0001,KQ_0000_0001 KQ_0101_0000 KQ_0124_0052 KQ_0054_0037 KQ_0125_0023 KQ_0124_0051 KQ_0061_0001 KQ_0124_0012 KQ_0125_0010 KQ_0025_0004,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.9999999403953552
6548850-1-0,hybrid,original,정부의 헌법개정안 준비 과정에 대해서 청와대 비서실이 아니라 국무회의 중심으로 이뤄졌어야 했다고 지적한 원로 헌법학자는?,KQ_0000_0001,KQ_0000_0001 KQ_0054_0037 KQ_0025_0015 KQ_0101_0000 KQ_0124_0012 KQ_0125_0023 KQ_0072_0003 KQ_0124_0052 KQ_0034_0010 KQ_0025_0017,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.9999999403953552
6548850-1-0,bm25,keyword,정부 헌법개정안 준비 과정 대해서 청와대 비서실 아니라 국무회 중심 이뤄졌어야 했다고 지적한 원로 헌법학자,KQ_0000_0001,KQ_0000_0001 KQ_0125_0006 KQ_0054_0026 KQ_0072_0003 KQ_0054_0037 KQ_0054_0017 KQ_0034_0010 KQ_0002_0002 KQ_0125_0042 KQ_0109_0003,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.9699856638908386
6548850-1-0,dense,keyword,정부 헌법개정안 준비 과정 대해서 청와대 비서실 아니라 국무회 중심 이뤄졌어야 했다고 지적한 원로 헌법학자,KQ_0000_0001,KQ_0000_0001 KQ_0101_0000 KQ_0061_0001 KQ_0054_0037 KQ_0072_0016 KQ_0034_0004 KQ_0025_0013 KQ_0124_0052 KQ_0124_0051 KQ_0025_0004,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.9699856638908386
6548850-1-0,hybrid,keyword,정부 헌법개정안 준비 과정 대해서 청와대 비서실 아니라 국무회 중심 이뤄졌어야 했다고 지적한 원로 헌법학자,KQ_0000_0001,KQ_0000_0001 KQ_0054_0037 KQ_0072_0003 KQ_0125_0006 KQ_0034_0010 KQ_0124_0012 KQ_0101_0000 KQ_0025_0015 KQ_0054_0034 KQ_0034_0004,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.9699856638908386
6548850-1-0,bm25,expanded,정부의 헌법개정안 준비 과정에 대해서 청와대 비서실이 아니라 국무회의 중심으로 이뤄졌어야 했다고 지적한 원로 헌법학자는?,KQ_0000_0001,KQ_0000_0001 KQ_0047_0004 KQ_0025_0015 KQ_0072_0003 KQ_0054_0037 KQ_0054_0017 KQ_0034_0010 KQ_0125_0006 KQ_0124_0080 KQ_0002_0002,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.9999999403953552
6548850-1-0,dense,expanded,정부의 헌법개정안 준비 과정에 대해서 청와대 비서실이 아니라 국무회의 중심으로 이뤄졌어야 했다고 지적한 원로 헌법학자는?,KQ_0000_0001,KQ_0000_0001 KQ_0101_0000 KQ_0124_0052 KQ_0054_0037 KQ_0125_0023 KQ_0124_0051 KQ_0061_0001 KQ_0124_0012 KQ_0125_0010 KQ_0025_0004,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.9999999403953552
6548850-1-0,hybrid,expanded,정부의 헌법개정안 준비 과정에 대해서 청와대 비서실이 아니라 국무회의 중심으로 이뤄졌어야 했다고 지적한 원로 헌법학자는?,KQ_0000_0001,KQ_0000_0001 KQ_0054_0037 KQ_0025_0015 KQ_0101_0000 KQ_0124_0012 KQ_0125_0023 KQ_0072_0003 KQ_0124_0052 KQ_0034_0010 KQ_0025_0017,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.9999999403953552
6548850-1-0,bm25,prompt,정부 헌법개정안 준비 과정 대해서 청와대 비서실 아니라,KQ_0000_0001,KQ_0000_0001 KQ_0125_0006 KQ_0054_0026 KQ_0072_0003 KQ_0054_0037 KQ_0054_0017 KQ_0034_0010 KQ_0125_0042 KQ_0109_0003 KQ_0054_0034,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.9326695799827576
6548850-1-0,dense,prompt,정부 헌법개정안 준비 과정 대해서 청와대 비서실 아니라,KQ_0000_0001,KQ_0000_0001 KQ_0061_0001 KQ_0124_0052 KQ_0124_0051 KQ_0054_0037 KQ_0095_0004 KQ_0016_0001 KQ_0072_0016 KQ_0101_0000 KQ_0034_0004,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.9326695799827576
6548850-1-0,hybrid,prompt,정부 헌법개정안 준비 과정 대해서 청와대 비서실 아니라,KQ_0000_0001,KQ_0000_0001 KQ_0054_0037 KQ_0125_0006 KQ_0072_0003 KQ_0034_0010 KQ_0054_0017 KQ_0054_0034 KQ_0125_0042 KQ_0054_0026 KQ_0025_0015,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.9326695799827576
6548850-1-0,bm25,structured,정부 헌법개정안 준비 과정 대해서 청와대 비서실 아니라 국무회 중심 이뤄졌어야 했다고 지적한 원로 헌법학자,KQ_0000_0001,KQ_0000_0001 KQ_0125_0006 KQ_0054_0026 KQ_0072_0003 KQ_0054_0037 KQ_0054_0017 KQ_0034_0010 KQ_0002_0002 KQ_0125_0042 KQ_0109_0003,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.9699856638908386
6548850-1-0,dense,structured,정부 헌법개정안 준비 과정 대해서 청와대 비서실 아니라 국무회 중심 이뤄졌어야 했다고 지적한 원로 헌법학자,KQ_0000_0001,KQ_0000_0001 KQ_0101_0000 KQ_0061_0001 KQ_0054_0037 KQ_0072_0016 KQ_0034_0004 KQ_0025_0013 KQ_0124_0052 KQ_0124_0051 KQ_0025_0004,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.9699856638908386
6548850-1-0,hybrid,structured,정부 헌법개정안 준비 과정 대해서 청와대 비서실 아니라 국무회 중심 이뤄졌어야 했다고 지적한 원로 헌법학자,KQ_0000_0001,KQ_0000_0001 KQ_0054_0037 KQ_0072_0003 KQ_0125_0006 KQ_0034_0010 KQ_0124_0012 KQ_0101_0000 KQ_0025_0015 KQ_0054_0034 KQ_0034_0004,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.9699856638908386
6548850-1-1,bm25,original,"'행보가 비서 본연의 역할을 벗어난다', '장관들과 내각이 소외되고 대통령비서실의 권한이 너무 크다'는 의견이 제기된 대표적인 예는?",KQ_0000_0001,KQ_0000_0001 KQ_0023_0001 KQ_0125_0048 KQ_0048_0008 KQ_0025_0018 KQ_0124_0063 KQ_0034_0001 KQ_0124_0055 KQ_0072_0002 KQ_0034_0010,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0
6548850-1-1,dense,original,"'행보가 비서 본연의 역할을 벗어난다', '장관들과 내각이 소외되고 대통령비서실의 권한이 너무 크다'는 의견이 제기된 대표적인 예는?",KQ_0000_0001,KQ_0000_0001 KQ_0023_0000 KQ_0125_0034 KQ_0054_0037 KQ_0023_0001 KQ_0125_0023 KQ_0034_0011 KQ_0125_0010 KQ_0125_0013 KQ_0125_0016,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0
6548850-1-1,hybrid,original,"'행보가 비서 본연의 역할을 벗어난다', '장관들과 내각이 소외되고 대통령비서실의 권한이 너무 크다'는 의견이 제기된 대표적인 예는?",KQ_0000_0001,KQ_0000_0001 KQ_0023_0001 KQ_0023_0000 KQ_0125_0034 KQ_0072_0002 KQ_0054_0037 KQ_0025_0020 KQ_0072_0015 KQ_0036_0000 KQ_0006_0009,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0
6548850-1-1,bm25,keyword,행보 비서 본연 역할 벗어난다 장관들 내각 소외되고 대통령비서실 권한 너무 크다 의견 제기된 대표적인 예는,KQ_0000_0001,KQ_0000_0001 KQ_0034_0001 KQ_0016_0001 KQ_0125_0013 KQ_0116_0003 KQ_0095_0004 KQ_0125_0048 KQ_0036_0000 KQ_0023_0000 KQ_0072_0002,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.9599987864494324
6548850-1-1,dense,keyword,행보 비서 본연 역할 벗어난다 장관들 내각 소외되고 대통령비서실 권한 너무 크다 의견 제기된 대표적인 예는,KQ_0000_0001,KQ_0000_0001 KQ_0023_0000 KQ_0023_0001 KQ_0125_0034 KQ_0054_0037 KQ_0034_0011 KQ_0072_0003 KQ_0125_0001 KQ_0034_0004 KQ_0125_0036,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.9599987864494324
6548850-1-1,hybrid,keyword,행보 비서 본연 역할 벗어난다 장관들 내각 소외되고 대통령비서실 권한 너무 크다 의견 제기된 대표적인 예는,KQ_0000_0001,KQ_0000_0001 KQ_0023_0000 KQ_0023_0001 KQ_0125_0013 KQ_0036_0000 KQ_0125_0048 KQ_0095_0004 KQ_0124_0068 KQ_0072_0002 KQ_0072_0015,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.9599987864494324
6548850-1-1,bm25,expanded,"'행보가 비서 본연의 역할을 벗어난다', '장관들과 내각이 소외되고 대통령비서실의 권한이 너무 크다'는 의견이 제기된 대표적인 예는? 국가원수 정부 정치인",KQ_0000_0001,KQ_0000_0001 KQ_0023_0001 KQ_0072_0007 KQ_0125_0048 KQ_0058_0002 KQ_0125_0029 KQ_0048_0008 KQ_0025_0018 KQ_0124_0063 KQ_0034_0001,1,1.0,1.0,1.0,1.0,0.990625,1.0,0.0,0.1875,0.0,0.9613163471221924
6548850-1-1,dense,expanded,"'행보가 비서 본연의 역할을 벗어난다', '장관들과 내각이 소외되고 대통령비서실의 권한이 너무 크다'는 의견이 제기된 대표적인 예는? 국가원수 정부 정치인",KQ_0000_0001,KQ_0000_0001 KQ_0023_0000 KQ_0023_0001 KQ_0034_0011 KQ_0072_0017 KQ_0125_0034 KQ_0072_0015 KQ_0054_0037 KQ_0125_0023 KQ_0125_0036,1,1.0,1.0,1.0,1.0,0.990625,1.0,0.0,0.1875,0.0,0.9613163471221924
6548850-1-1,hybrid,expanded,"'행보가 비서 본연의 역할을 벗어난다', '장관들과 내각이 소외되고 대통령비서실의 권한이 너무 크다'는 의견이 제기된 대표적인 예는? 국가원수 정부 정치인",KQ_0000_0001,KQ_0000_0001 KQ_0023_0001 KQ_0023_0000 KQ_0072_0015 KQ_0034_0011 KQ_0036_0000 KQ_0125_0034 KQ_0125_0048 KQ_0125_0036 KQ_0072_0017,1,1.0,1.0,1.0,1.0,0.990625,1.0,0.0,0.1875,0.0,0.9613163471221924
6548850-1-1,bm25,prompt,행보 비서 본연 역할 벗어난다 장관들 내각 소외되고,KQ_0000_0001,KQ_0000_0001 KQ_0116_0003 KQ_0023_0000 KQ_0124_0057 KQ_0124_0004 KQ_0124_0054 KQ_0078_0012 KQ_0124_0020 KQ_0124_0068 KQ_0000_0000,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.9070961475372314
